name,address,image,category
테즈쿠리벤또&라멘-서초점,서울특별시 서초구 서초동 1687-2 서초플라자 1층 107호,static/테즈쿠리벤또&라멘-서초점.jpg,일식
차고집칡냉면&돈까스-강남점,서울 강남구 역삼동 749-15 1층,static/차고집칡냉면&돈까스-강남점.jpg,일식
가츠몽-서초점,서울특별시 서초구 서초동 1550-6 태림빌딩 태림빌딩,static/가츠몽-서초점.jpg,일식
호랑이돈가스,"서울특별시 강남구 논현동 221-7 한양수자인 어반게이트 221-7 지하2층 제비 201,202호 주방12호",static/호랑이돈가스.jpg,일식
김천재의육회반한연어,서울특별시 강남구 논현동 181-8 181-8,static/김천재의육회반한연어.jpg,일식
싸다김밥-강남대로점,서울특별시 서초구 서초동 1362 서초동두산위브 1층 108호,static/싸다김밥-강남대로점.jpg,일식
생생돈까스-강남점,서울 강남구 역삼동 788-1 101호,static/생생돈까스-강남점.jpg,일식
카츠반프리미엄일식돈까스,"서울특별시 강남구 논현동 230-20 지상1층 1호, 2호",static/카츠반프리미엄일식돈까스.jpg,일식
아비꼬 강남지웰타워점,서울특별시 서초구 서초동 1327-13 강남지웰타워 강남지웰타워,static/아비꼬 강남지웰타워점.jpg,일식
난바우동-강남본점,서울특별시 강남구 논현동 198-3 198-3 1층 101호,static/난바우동-강남본점.jpg,일식
파스토보이-역삼점,서울 강남구 역삼동 644-18 2층,static/파스토보이-역삼점.jpg,일식
탄탄면공방-강남점,서울특별시 강남구 역삼동 826-36 신소애빌딩 826-36 신소애빌딩 1층,static/탄탄면공방-강남점.jpg,일식
윤화돈까스기사식당,서울특별시 강남구 역삼동 787-12 셀라빌딩 787-12 셀라빌딩 1층,static/윤화돈까스기사식당.jpg,일식
강남모밀-논현점,서울특별시 서초구 반포동 737 737 101호,static/강남모밀-논현점.jpg,일식
생생돈까스-논현점,서울특별시 강남구 논현동 122-3 122-3 2층,static/생생돈까스-논현점.jpg,일식
연스시-논현직영점,서울특별시 강남구 논현동 108 논현웰스톤 지하1층 B108호의2호,static/연스시-논현직영점.jpg,일식
규동야-역삼점,서울특별시 강남구 역삼동 626-30 1층 4호,static/규동야-역삼점.jpg,일식
회통령,서울 서초구 서초동 1544-2 1층,static/회통령.jpg,일식
카레와,서울 강남구 논현동 218-10 1층,static/카레와.jpg,일식
강남장인,서울 강남구 신사동 510-11 강남상가아파트 1층 제 45 N15호,static/강남장인.jpg,일식
사보텐-교대점,서울특별시 서초구 서초동 1691-2 1691-2 1층,static/사보텐-교대점.jpg,일식
가츠몽-역삼점,서울특별시 강남구 역삼동 761-18 강남프라자 강남프라자 1층 107호,static/가츠몽-역삼점.jpg,일식
소풍김밥-역삼점,서울특별시 강남구 역삼동 828-21 뜨라네 828-21 뜨라네 1층 107호,static/소풍김밥-역삼점.jpg,일식
소연이네,"서울 서초구 잠원동 37-9 논현빌딩 지하1호,2호",static/소연이네.jpg,일식
제주돈카츠,서울특별시 서초구 서초동 1712-2 동용빌딩 지하2층 201호9호,static/제주돈카츠.jpg,일식
백종원의역전우동&덮밥-역삼테헤란로점,서울특별시 강남구 역삼동 828-21 뜨라네 828-21 뜨라네 지상1층 104호,static/백종원의역전우동&덮밥-역삼테헤란로점.jpg,일식
아오리의행방불명-강남점,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔 837-26 삼일프라자오피스텔 1층 105호,static/아오리의행방불명-강남점.jpg,일식
시올돈-도곡점,서울특별시 강남구 역삼동 788-24 1층 101호,static/시올돈-도곡점.jpg,일식
건강한도시락스시벤,서울특별시 서초구 서초동 1316-19 가락빌딩 1316-19 가락빌딩 1층 4호(서초동),static/건강한도시락스시벤.jpg,일식
최스시-반포점,서울특별시 서초구 반포동 54-14 지하1층,static/최스시-반포점.jpg,일식
초밥에미친남자-강남본점,서울특별시 강남구 역삼동 734-1 지상1층,static/초밥에미친남자-강남본점.jpg,일식
사보텐-신논현점,서울특별시 서초구 서초동 1303-16 강남역 IPARK 1303-16 강남역 IPARK 지하1층 B107-B109,static/사보텐-신논현점.jpg,일식
강남옛날돈까스즉석떡볶이,서울특별시 강남구 논현동 89-18 대영빌딩 89-18 대영빌딩 2층,static/강남옛날돈까스즉석떡볶이.jpg,일식
숙성회136-강남직영점,서울특별시 강남구 역삼동 656-3 지상1층,static/숙성회136-강남직영점.jpg,일식
사보텐-아워홈빌딩점,서울특별시 강남구 역삼동 830-24 아워홈 역삼빌딩 830-24 서정빌딩 지상1층,static/사보텐-아워홈빌딩점.jpg,일식
코이라멘-서초점,서울특별시 서초구 서초동 1344-13 서초트라팰리스 서초트라팰리스,static/코이라멘-서초점.jpg,일식
도곡수산,서울특별시 강남구 역삼동 765-1 765-1 동측1호지상1층,static/도곡수산.jpg,일식
네코소바-서초점,서울특별시 서초구 서초동 1698-3 청석빌딩 1층 일부호,static/네코소바-서초점.jpg,일식
우아한돈부리,서울특별시 서초구 서초동 1338-20 현대렉시온 지하1층 비 111호,static/우아한돈부리.jpg,일식
사보텐-선릉역점,서울특별시 강남구 역삼동 707-5 메트라이프타워 707-4 메트라이프타워 1층,static/사보텐-선릉역점.jpg,일식
소풍김밥-논현점,서울특별시 강남구 대치동 896-9,static/소풍김밥-논현점.jpg,일식
핵밥-강남역점,서울특별시 강남구 역삼동 826-27 제이스타워 826-27,static/핵밥-강남역점.jpg,일식
아비꼬-교대역점,서울특별시 서초구 서초동 1671-5 서초리시온 1층 111호,static/아비꼬-교대역점.jpg,일식
김태완스시-대치본점,서울 강남구 대치동 923-16 디앤비빌딩 지상1층 102호,static/김태완스시-대치본점.jpg,일식
소노야-강남역점,서울특별시 강남구 역삼동 858 강남역 역삼역,static/소노야-강남역점.jpg,일식
우나유나고야식장어덮밥,서울특별시 서초구 서초동 1343-7 서흥빌딩 1343-7 서흥빌딩 101호,static/우나유나고야식장어덮밥.jpg,일식
스시마이우-선릉점,서울특별시 강남구 역삼동 697-45 697-45 1층 2호,static/스시마이우-선릉점.jpg,일식
두레반돼지국밥,서울특별시 강남구 논현동 111-23 111-23,static/두레반돼지국밥.jpg,한식
쌈밥잘하는집,서울특별시 강남구 논현동 232-23 지하 1층,static/쌈밥잘하는집.jpg,한식
봉추찜닭-역삼점,서울특별시 강남구 역삼동 642-1 역삼현대벤쳐텔 642-1,static/봉추찜닭-역삼점.jpg,한식
88곱창-강남직영점,서울특별시 강남구 역삼동 835-6 아라니아 빌딩 지하1층 송현빌딩,static/88곱창-강남직영점.jpg,한식
고기듬뿍대왕비빔밥-논현점,서울특별시 강남구 논현동 226 지하1동3호,static/고기듬뿍대왕비빔밥-논현점.jpg,한식
키즈앤맘,서울 강남구 논현동 273-16번지 1층,static/키즈앤맘.jpg,한식
경성밥상-강남본점,서울특별시 강남구 역삼동 835-6 아라니아 빌딩 1층,static/경성밥상-강남본점.jpg,한식
꽃돼지한식,서울 강남구 논현동 277-2번지 지하1층,static/꽃돼지한식.jpg,한식
싸다김밥-강남대로점,서울특별시 서초구 서초동 1362 서초동두산위브 1층 108호,static/싸다김밥-강남대로점.jpg,한식
장모님이떴다-본점,서울특별시 강남구 역삼동 607-4 607-4 지하1층,static/장모님이떴다-본점.jpg,한식
오늘한끼,서울특별시 서초구 서초동 1302-1 서초오피스텔 1302-1 서초오피스텔 지하1층 7호,static/오늘한끼.jpg,한식
한방대가삼계탕,서울특별시 강남구 역삼동 830-38 830-38 2층,static/한방대가삼계탕.jpg,한식
김태준의탕탕집,서울특별시 강남구 논현동 141-15 141-15,static/김태준의탕탕집.jpg,한식
한식밥상-강남논현점,서울특별시 강남구 논현동 145-8 145-8 지하1층 02호,static/한식밥상-강남논현점.jpg,한식
신선설농탕-도곡점,서울특별시 서초구 양재동 3-3 1층,static/신선설농탕-도곡점.jpg,한식
하영호신촌설렁탕-역삼로점,서울특별시 강남구 역삼동 733-8 남국빌딩 733-8 남국빌딩 지상1층,static/하영호신촌설렁탕-역삼로점.jpg,한식
제육대가-역삼점,서울특별시 강남구 역삼동 779-9 779-9 1층107호,static/제육대가-역삼점.jpg,한식
배달삼겹맛있으면돼지,서울특별시 강남구 논현동 233-25 유정빌딩 지하1층,static/배달삼겹맛있으면돼지.jpg,한식
삼백집-역삼역점,서울특별시 강남구 역삼동 664-35 리엘타워 1층,static/삼백집-역삼역점.jpg,한식
역삼가야밀면,서울특별시 강남구 역삼동 742-22 도원빌딩 지하1층 8호,static/역삼가야밀면.jpg,한식
죽이요-본점,서울특별시 강남구 역삼동 601-7 601-7 2층 203호,static/죽이요-본점.jpg,한식
한솥도시락-역삼세무서점,서울특별시 강남구 역삼동 751-14 751-14 1층,static/한솥도시락-역삼세무서점.jpg,한식
호석이네강&쌈-논현점,서울특별시 강남구 논현동 242-16 지하1층 3호,static/호석이네강&쌈-논현점.jpg,한식
마찌마약김치찌개&고기반찬-강남본점,서울특별시 강남구 역삼동 663-31 102호,static/마찌마약김치찌개&고기반찬-강남본점.jpg,한식
홍익궁중전통육개장-역삼점,서울특별시 강남구 역삼동 837-11 유니온센터오피스텔 유니온오피스텔 지하 1층 58호,static/홍익궁중전통육개장-역삼점.jpg,한식
닭갈비전,서울특별시 서초구 서초동 1309-1 서초동 오피스텔 1309-1,static/닭갈비전.jpg,한식
미로정부대찌개,서울특별시 강남구 역삼동 671-27 671-27,static/미로정부대찌개.jpg,한식
오다리집간장게장,서울특별시 강남구 역삼동 668-20 지상2층,static/오다리집간장게장.jpg,한식
팔당충무김밥국수,서울특별시 강남구 논현동 113-25 113-25 1층,static/팔당충무김밥국수.jpg,한식
순리대로-강남도곡본점,서울특별시 강남구 도곡동 518-4 518-4 1층,static/순리대로-강남도곡본점.jpg,한식
분식을품다-강남점,서울특별시 강남구 역삼동 829-13 지상1층103호,static/분식을품다-강남점.jpg,한식
한솥도시락-르네상스호텔사거리점,서울특별시 강남구 역삼동 720-25 디오빌역삼 1층 111호,static/한솥도시락-르네상스호텔사거리점.jpg,한식
한결설렁탕,서울특별시 서초구 잠원동 39-10 39-10,static/한결설렁탕.jpg,한식
강남매운닭도리찜닭,서울특별시 강남구 논현동 232-23 지하 1층,static/강남매운닭도리찜닭.jpg,한식
신촌설렁탕함흥냉면 갈비탕,서울특별시 서초구 서초동 1571-12 KAIS 별관 1571-12 KAIS 별관 1층,static/신촌설렁탕함흥냉면 갈비탕.jpg,한식
옥수동묵은지김치찜-강남점,서울특별시 강남구 논현동 214-23 214-23 지상1층,static/옥수동묵은지김치찜-강남점.jpg,한식
평안도순대국감자탕-본점,서울특별시 강남구 역삼동 810-1 화성빌딩 810-1 화성빌딩 1층,static/평안도순대국감자탕-본점.jpg,한식
쌍다리돼지불백-역삼직영점,서울특별시 강남구 역삼동 637-24 637-24,static/쌍다리돼지불백-역삼직영점.jpg,한식
국민낙곱새-강남점,서울특별시 강남구 역삼동 772 동영문화센터 772 동영문화센터 지하1층,static/국민낙곱새-강남점.jpg,한식
신선설농탕-서초점,서울특별시 서초구 서초동 1443-8 1443-8 1층,static/신선설농탕-서초점.jpg,한식
THE더가득담은1인김치찜-강남점,서울특별시 강남구 논현동 214-23 지상1층,static/THE더가득담은1인김치찜-강남점.jpg,한식
닭바를레옹-대치점,서울특별시 강남구 역삼동 708-25 지하1층 B1호,static/닭바를레옹-대치점.jpg,한식
나주곰탕나주전-논현점,서울특별시 강남구 논현동 127-2 율암빌딩 110호,static/나주곰탕나주전-논현점.jpg,한식
따띠삼겹-역삼점,서울특별시 강남구 역삼동 738-15 지하1층 b101호 11호,static/따띠삼겹-역삼점.jpg,한식
얌얌-도곡점,서울특별시 강남구 도곡동 919-7 919-7,static/얌얌-도곡점.jpg,한식
신화불닭-강남점,서울특별시 강남구 논현동 218-15 두꺼비집 218-15 두꺼비집 1층 101호,static/신화불닭-강남점.jpg,한식
기와집순두부-서초점,서울특별시 서초구 서초동 1699-13 하림빌딩 2 1699-13 하림빌딩 2 지하1층,static/기와집순두부-서초점.jpg,한식
배달육회육회한가득-신사논현점,서울특별시 강남구 논현동 22 논현아파트 22 논현아파트 201동 지하1층 7호,static/배달육회육회한가득-신사논현점.jpg,한식
밥통령짜글이전문점-역삼점,서울특별시 강남구 역삼동 745-16 지하1층 101호,static/밥통령짜글이전문점-역삼점.jpg,한식
백종원의미정국수&덮밥-교대역점,서울특별시 서초구 서초동 1670-3 1670-3,static/백종원의미정국수&덮밥-교대역점.jpg,한식
아메리칸피자-강남논현점,서울특별시 강남구 논현동 198-10 198-10 1층,static/아메리칸피자-강남논현점.jpg,일식
파스타에반하다-본점,서울특별시 강남구 역삼동 669-9 3층 15호,static/파스타에반하다-본점.jpg,일식
번쩍피자-강남점,서울특별시 강남구 역삼동 730-4 지상1층 102호,static/번쩍피자-강남점.jpg,일식
오케이치킨&피자-논현점,서울특별시 강남구 논현동 63-14 A동 1층,static/오케이치킨&피자-논현점.jpg,일식
파스토보이-역삼점,서울 강남구 역삼동 644-18 2층,static/파스토보이-역삼점.jpg,일식
더피자-강남본점,서울특별시 강남구 역삼동 660-25 지하1층 101호,static/더피자-강남본점.jpg,일식
반올림피자샵-강남2호점,서울 강남구 삼성동 10-26 101호,static/반올림피자샵-강남2호점.jpg,일식
비스트로피자-강남1호점,서울특별시 강남구 논현동 262 262 지상1층 102호,static/비스트로피자-강남1호점.jpg,일식
돌체도노,서울특별시 서초구 반포동 105-9 청남빌라 1층 102호,static/돌체도노.jpg,일식
46이너스피자,서울특별시 강남구 삼성동 34-25 지상 2층 1호,static/46이너스피자.jpg,일식
잭슨피자-서초점,서울특별시 서초구 서초동 1678-1 서초동 동아빌라트 1678-1 서초동 동아빌라트 1타운1층101호,static/잭슨피자-서초점.jpg,일식
고메스테이크 역삼점,서울특별시 강남구 역삼동 798-25 798-25,static/고메스테이크 역삼점.jpg,일식
오므토토마토-강남본점,서울특별시 강남구 역삼동 827-5 정우씨티 지상1층 2호,static/오므토토마토-강남본점.jpg,일식
치즈듬뿍피자&스파게티,서울특별시 강남구 역삼동 670-18 주원빌딩 2층,static/치즈듬뿍피자&스파게티.jpg,일식
팟스테이크,서울특별시 강남구 역삼동 648-23 여삼빌딩 648-23 여삼빌딩 지하1층 먼슬리키친 18호,static/팟스테이크.jpg,일식
할랄가이즈-강남점,서울특별시 서초구 서초동 1309-8 케이아이타워(K I타워) 1309-8,static/할랄가이즈-강남점.jpg,일식
베어스타코-역삼본점,서울특별시 강남구 역삼동 700-30 지하1층 B102호(역삼동),static/베어스타코-역삼본점.jpg,일식
피자아이,서울 강남구 역삼동  670-3 1층,static/피자아이.jpg,일식
파스타입니다-강남점,"서울특별시 강남구 삼성동 8-2 브라운스톤 레전드 8-2 브라운스톤 레전드 지하1층 B110호,B111호 주방4호",static/파스타입니다-강남점.jpg,일식
붐피자-강남논현점,서울특별시 강남구 논현동 225-6 논현 아이파크 103동 B104호,static/붐피자-강남논현점.jpg,일식
남자피자-반포잠원점,서울 서초구 반포동 711-22 101호의 일부,static/남자피자-반포잠원점.jpg,일식
스파게티스토리-반포IC점,서울특별시 서초구 반포동 746-9 서초빌딩 746-9 서초빌딩 101호,static/스파게티스토리-반포IC점.jpg,일식
빨간모자피자-대치점,서울 강남구 대치동 905-30 1층,static/빨간모자피자-대치점.jpg,일식
서오릉피자-역삼점,서울특별시 강남구 역삼동 798-18 상운빌딩 798-18 상운빌딩 지상1층,static/서오릉피자-역삼점.jpg,일식
피자알볼로-역삼직영점,서울 강남구 역삼동 789-2 1층,static/피자알볼로-역삼직영점.jpg,일식
와썹파스타&필라프강남본점,서울특별시 강남구 논현동 181-8 1층 102호,static/와썹파스타&필라프강남본점.jpg,일식
폭풍토핑피자스톰-강남점,서울특별시 강남구 역삼동 666 지하1층 103호,static/폭풍토핑피자스톰-강남점.jpg,일식
빕스얌딜리버리-서초점,서울특별시 서초구 서초동 1678-2 서초동동아빌라트 1678-2 서초동동아빌라트 지하1층 101호 내 22호,static/빕스얌딜리버리-서초점.jpg,일식
쿠상함바그-강남서초지점,서울특별시 서초구 서초동 1321-6 서초동아타워 지하1층 27호,static/쿠상함바그-강남서초지점.jpg,일식
7번가피자-서초교대점,서울특별시 서초구 서초동 1648-17 한대빌딩 1층,static/7번가피자-서초교대점.jpg,일식
프랭크버거-선릉역점,서울특별시 강남구 대치동 889-68 현대선릉 GOLD TOWER 1층 102호,static/프랭크버거-선릉역점.jpg,일식
까사피에스타-강남점,서울특별시 강남구 역삼동 721-4 이원빌딩 지하1층 6-2호,static/까사피에스타-강남점.jpg,일식
잭슨피자-역삼점,서울특별시 강남구 역삼동 751-18 751-18 1층,static/잭슨피자-역삼점.jpg,일식
잭슨피자-청담점,서울특별시 강남구 논현동 111-26 111-26 1층 102호,static/잭슨피자-청담점.jpg,일식
헤비스테이크-강남역점,서울특별시 강남구 역삼동 826-29 역삼동우정에쉐르1 826-29 역삼동우정에쉐르1 1층 103호,static/헤비스테이크-강남역점.jpg,일식
바바인디아,"서울특별시 서초구 서초동 1328-11 대우도씨에빛2 1328-11 대우도씨에빛2 2층 201호,202호,213호",static/바바인디아.jpg,일식
고피자-교대역점,서울특별시 서초구 서초동 1714-19 한성빌딩 102호,static/고피자-교대역점.jpg,일식
오늘은스파게티&치즈밥-강남직영점,서울특별시 서초구 반포동 738-5 지하1호(반포동),static/오늘은스파게티&치즈밥-강남직영점.jpg,일식
요녀석파스타&필라프-강남점,서울특별시 강남구 역삼동 643-7 643-7 1층 101호,static/요녀석파스타&필라프-강남점.jpg,일식
아웃백-삼성점,서울특별시 강남구 삼성동 157-18 157-18 지하2층 13호,static/아웃백-삼성점.jpg,일식
피자탑-강남1호점,서울특별시 강남구 논현동 114-19 1층,static/피자탑-강남1호점.jpg,일식
반포식스-반포본점,서울특별시 서초구 잠원동 58-24 뉴타운 58-24 뉴타운 지하2층,static/반포식스-반포본점.jpg,일식
세븐브릭스키친파스타&리조또,서울 강남구 역삼동 671-15 건물전체,static/세븐브릭스키친파스타&리조또.jpg,일식
스파게티스토리-선릉점,서울특별시 강남구 역삼동 773-8 773-8 1층 104호,static/스파게티스토리-선릉점.jpg,일식
고에몬-강남점,"서울특별시 서초구 서초동 1317-13 서초동, 1층",static/고에몬-강남점.jpg,일식
빅스타피자강남1호점,서울특별시 강남구 논현동 218-17 218-17 1층 1호,static/빅스타피자강남1호점.jpg,일식
캘리포니아피자키친-역삼점,서울특별시 강남구 역삼동 737 강남파이낸스센터 737 지하1층,static/캘리포니아피자키친-역삼점.jpg,일식
쁘라텟타이,서울특별시 강남구 역삼동 644-24 644-24 1층 전체,static/쁘라텟타이.jpg,일식
