name,address,image,category
동천홍-학동점,서울특별시 강남구 논현동 85-1 85-1 2충,static/img/동천홍-학동점.jpg,2
중경마라탕-1호점,서울특별시 강남구 역삼동 619-17 619-17,static/img/중경마라탕-1호점.jpg,2
홍콩반점0410-서초교보점,서울특별시 서초구 서초동 1302-23 1302-23,static/img/홍콩반점0410-서초교보점.jpg,2
칸지고고-서초점,서울특별시 서초구 서초동 1695-3 정원빌딩 1695-3 정원빌딩 1층,static/img/칸지고고-서초점.jpg,2
칠리향마라탕-선릉점,서울특별시 강남구 대치동 896-16 896-16 2층,static/img/칠리향마라탕-선릉점.jpg,2
한정남의샤오차이,서울 강남구 역삼동 656-33 지상1층,static/img/한정남의샤오차이.jpg,2
차이향,서울특별시 강남구 역삼동 678-2 지상2층,static/img/차이향.jpg,2
강남일품요리왕,서울 서초구 서초동 1302-1 서초오피스텔 지하1층5호,static/img/강남일품요리왕.jpg,2
뽕사부-도곡점,"서울특별시 강남구 도곡동 424-5 424-5 지상1층, 2층",static/img/뽕사부-도곡점.jpg,2
홍콩반점0410-강남역점,서울특별시 강남구 역삼동 827-4 827-4 지상2층,static/img/홍콩반점0410-강남역점.jpg,2
홍콩반점0410-서초역점,서울특별시 서초구 서초동 1550-6 태림빌딩 1550-6 태림빌딩 지하1층,static/img/홍콩반점0410-서초역점.jpg,2
북성,서울특별시 강남구 역삼동 638-17 1층 103호,static/img/북성.jpg,2
홍콩가,서울특별시 서초구 반포동 738-41 738-41 1층,static/img/홍콩가.jpg,2
뽕사부-역삼점,서울특별시 강남구 역삼동 668-18 668-18,static/img/뽕사부-역삼점.jpg,2
크리스탈제이드-잠원점,서울특별시 서초구 잠원동 66-2 파스텔프라자 66-2 파스텔프라자 1층,static/img/크리스탈제이드-잠원점.jpg,2
스시마이우-가로수길점,서울특별시 강남구 신사동 515-6 515-6 1층 101호,static/img/스시마이우-가로수길점.jpg,3
모미모미-역삼점,서울특별시 강남구 역삼동 738-17 738-17,static/img/모미모미-역삼점.jpg,3
카츠젠-선릉점,서울특별시 강남구 대치동 897-6 897-6 1층,static/img/카츠젠-선릉점.jpg,3
테즈쿠리벤또&라멘-서초점,서울특별시 서초구 서초동 1687-2 서초플라자 1층 107호,static/img/테즈쿠리벤또&라멘-서초점.jpg,3
차고집칡냉면&돈까스-강남점,서울 강남구 역삼동 749-15 1층,static/img/차고집칡냉면&돈까스-강남점.jpg,3
가츠몽-서초점,서울특별시 서초구 서초동 1550-6 태림빌딩 태림빌딩,static/img/가츠몽-서초점.jpg,3
호랑이돈가스,"서울특별시 강남구 논현동 221-7 한양수자인 어반게이트 221-7 지하2층 제비 201,202호 주방12호",static/img/호랑이돈가스.jpg,3
김천재의육회반한연어,서울특별시 강남구 논현동 181-8 181-8,static/img/김천재의육회반한연어.jpg,3
싸다김밥-강남대로점,서울특별시 서초구 서초동 1362 서초동두산위브 1층 108호,static/img/싸다김밥-강남대로점.jpg,3
생생돈까스-강남점,서울 강남구 역삼동 788-1 101호,static/img/생생돈까스-강남점.jpg,3
카츠반프리미엄일식돈까스,"서울특별시 강남구 논현동 230-20 지상1층 1호, 2호",static/img/카츠반프리미엄3돈까스.jpg,3
아비꼬 강남지웰타워점,서울특별시 서초구 서초동 1327-13 강남지웰타워 강남지웰타워,static/img/아비꼬 강남지웰타워점.jpg,3
난바우동-강남본점,서울특별시 강남구 논현동 198-3 198-3 1층 101호,static/img/난바우동-강남본점.jpg,3
파스토보이-역삼점,서울 강남구 역삼동 644-18 2층,static/img/파스토보이-역삼점.jpg,3
탄탄면공방-강남점,서울특별시 강남구 역삼동 826-36 신소애빌딩 826-36 신소애빌딩 1층,static/img/탄탄면공방-강남점.jpg,3
윤화돈까스기사식당,서울특별시 강남구 역삼동 787-12 셀라빌딩 787-12 셀라빌딩 1층,static/img/윤화돈까스기사식당.jpg,3
강남모밀-논현점,서울특별시 서초구 반포동 737 737 101호,static/img/강남모밀-논현점.jpg,3
생생돈까스-논현점,서울특별시 강남구 논현동 122-3 122-3 2층,static/img/생생돈까스-논현점.jpg,3
연스시-논현직영점,서울특별시 강남구 논현동 108 논현웰스톤 지하1층 B108호의2호,static/img/연스시-논현직영점.jpg,3
규동야-역삼점,서울특별시 강남구 역삼동 626-30 1층 4호,static/img/규동야-역삼점.jpg,3
회통령,서울 서초구 서초동 1544-2 1층,static/img/회통령.jpg,3
카레와,서울 강남구 논현동 218-10 1층,static/img/카레와.jpg,3
강남장인,서울 강남구 신사동 510-11 강남상가아파트 1층 제 45 N15호,static/img/강남장인.jpg,3
사보텐-교대점,서울특별시 서초구 서초동 1691-2 1691-2 1층,static/img/사보텐-교대점.jpg,3
가츠몽-역삼점,서울특별시 강남구 역삼동 761-18 강남프라자 강남프라자 1층 107호,static/img/가츠몽-역삼점.jpg,3
소풍김밥-역삼점,서울특별시 강남구 역삼동 828-21 뜨라네 828-21 뜨라네 1층 107호,static/img/소풍김밥-역삼점.jpg,3
소연이네,"서울 서초구 잠원동 37-9 논현빌딩 지하1호,2호",static/img/소연이네.jpg,3
제주돈카츠,서울특별시 서초구 서초동 1712-2 동용빌딩 지하2층 201호9호,static/img/제주돈카츠.jpg,3
백종원의역전우동&덮밥-역삼테헤란로점,서울특별시 강남구 역삼동 828-21 뜨라네 828-21 뜨라네 지상1층 104호,static/img/백종원의역전우동&덮밥-역삼테헤란로점.jpg,3
아오리의행방불명-강남점,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔 837-26 삼일프라자오피스텔 1층 105호,static/img/아오리의행방불명-강남점.jpg,3
시올돈-도곡점,서울특별시 강남구 역삼동 788-24 1층 101호,static/img/시올돈-도곡점.jpg,3
건강한도시락스시벤,서울특별시 서초구 서초동 1316-19 가락빌딩 1316-19 가락빌딩 1층 4호(서초동),static/img/건강한도시락스시벤.jpg,3
최스시-반포점,서울특별시 서초구 반포동 54-14 지하1층,static/img/최스시-반포점.jpg,3
초밥에미친남자-강남본점,서울특별시 강남구 역삼동 734-1 지상1층,static/img/초밥에미친남자-강남본점.jpg,3
사보텐-신논현점,서울특별시 서초구 서초동 1303-16 강남역 IPARK 1303-16 강남역 IPARK 지하1층 B107-B109,static/img/사보텐-신논현점.jpg,3
강남옛날돈까스즉석떡볶이,서울특별시 강남구 논현동 89-18 대영빌딩 89-18 대영빌딩 2층,static/img/강남옛날돈까스즉석떡볶이.jpg,3
숙성회136-강남직영점,서울특별시 강남구 역삼동 656-3 지상1층,static/img/숙성회136-강남직영점.jpg,3
사보텐-아워홈빌딩점,서울특별시 강남구 역삼동 830-24 아워홈 역삼빌딩 830-24 서정빌딩 지상1층,static/img/사보텐-아워홈빌딩점.jpg,3
코이라멘-서초점,서울특별시 서초구 서초동 1344-13 서초트라팰리스 서초트라팰리스,static/img/코이라멘-서초점.jpg,3
도곡수산,서울특별시 강남구 역삼동 765-1 765-1 동측1호지상1층,static/img/도곡수산.jpg,3
네코소바-서초점,서울특별시 서초구 서초동 1698-3 청석빌딩 1층 일부호,static/img/네코소바-서초점.jpg,3
우아한돈부리,서울특별시 서초구 서초동 1338-20 현대렉시온 지하1층 비 111호,static/img/우아한돈부리.jpg,3
사보텐-선릉역점,서울특별시 강남구 역삼동 707-5 메트라이프타워 707-4 메트라이프타워 1층,static/img/사보텐-선릉역점.jpg,3
소풍김밥-논현점,서울특별시 강남구 대치동 896-9,static/img/소풍김밥-논현점.jpg,3
핵밥-강남역점,서울특별시 강남구 역삼동 826-27 제이스타워 826-27,static/img/핵밥-강남역점.jpg,3
아비꼬-교대역점,서울특별시 서초구 서초동 1671-5 서초리시온 1층 111호,static/img/아비꼬-교대역점.jpg,3
김태완스시-대치본점,서울 강남구 대치동 923-16 디앤비빌딩 지상1층 102호,static/img/김태완스시-대치본점.jpg,3
소노야-강남역점,서울특별시 강남구 역삼동 858 강남역 역삼역,static/img/소노야-강남역점.jpg,3
우나유나고야식장어덮밥,서울특별시 서초구 서초동 1343-7 서흥빌딩 1343-7 서흥빌딩 101호,static/img/우나유나고야식장어덮밥.jpg,3
스시마이우-선릉점,서울특별시 강남구 역삼동 697-45 697-45 1층 2호,static/img/스시마이우-선릉점.jpg,3
파스타에반하다-본점,서울특별시 강남구 역삼동 669-9 3층 15호,static/img/파스타에반하다-본점.jpg,4
아메리칸피자-강남논현점,서울특별시 강남구 논현동 198-10 198-10 1층,static/img/아메리칸피자-강남논현점.jpg,4
파스토보이-역삼점,서울 강남구 역삼동 644-18 2층,static/img/파스토보이-역삼점.jpg,4
오케이치킨&피자-논현점,서울특별시 강남구 논현동 63-14 A동 1층,static/img/오케이치킨&피자-논현점.jpg,4
46이너스피자,서울특별시 강남구 삼성동 34-25 지상 2층 1호,static/img/46이너스피자.jpg,4
더피자-강남본점,서울특별시 강남구 역삼동 660-25 지하1층 101호,static/img/더피자-강남본점.jpg,4
잭슨피자-서초점,서울특별시 서초구 서초동 1678-1 서초동 동아빌라트 1678-1 서초동 동아빌라트 1타운1층101호,static/img/잭슨피자-서초점.jpg,4
반올림피자샵-강남2호점,서울 강남구 삼성동 10-26 101호,static/img/반올림피자샵-강남2호점.jpg,4
돌체도노,서울특별시 서초구 반포동 105-9 청남빌라 1층 102호,static/img/돌체도노.jpg,4
치즈듬뿍피자&스파게티,서울특별시 강남구 역삼동 670-18 주원빌딩 2층,static/img/치즈듬뿍피자&스파게티.jpg,4
비스트로피자-강남1호점,서울특별시 강남구 논현동 262 262 지상1층 102호,static/img/비스트로피자-강남1호점.jpg,4
고메스테이크 역삼점,서울특별시 강남구 역삼동 798-25 798-25,static/img/고메스테이크 역삼점.jpg,4
할랄가이즈-강남점,서울특별시 서초구 서초동 1309-8 케이아이타워(K I타워) 1309-8,static/img/할랄가이즈-강남점.jpg,4
피자아이,서울 강남구 역삼동  670-3 1층,static/img/피자아이.jpg,4
팟스테이크,서울특별시 강남구 역삼동 648-23 여삼빌딩 648-23 여삼빌딩 지하1층 먼슬리키친 18호,static/img/팟스테이크.jpg,4
파스타입니다-강남점,"서울특별시 강남구 삼성동 8-2 브라운스톤 레전드 8-2 브라운스톤 레전드 지하1층 B110호,B111호 주방4호",static/img/파스타입니다-강남점.jpg,4
타코벨-역삼점,서울특별시 강남구 역삼동 739-1 739-1 1층,static/img/타코벨-역삼점.jpg,4
빨간모자피자-대치점,서울 강남구 대치동 905-30 1층,static/img/빨간모자피자-대치점.jpg,4
오므토토마토-강남본점,서울특별시 강남구 역삼동 827-5 정우씨티 지상1층 2호,static/img/오므토토마토-강남본점.jpg,4
붐피자-강남논현점,서울특별시 강남구 논현동 225-6 논현 아이파크 103동 B104호,static/img/붐피자-강남논현점.jpg,4
스파게티스토리-반포IC점,서울특별시 서초구 반포동 746-9 서초빌딩 746-9 서초빌딩 101호,static/img/스파게티스토리-반포IC점.jpg,4
잭슨피자-청담점,서울특별시 강남구 논현동 111-26 111-26 1층 102호,static/img/잭슨피자-청담점.jpg,4
리츠델리피자,서울 강남구 역삼동 656-19 지엔에스 1층,static/img/리츠델리피자.jpg,4
서오릉피자-역삼점,서울특별시 강남구 역삼동 798-18 상운빌딩 798-18 상운빌딩 지상1층,static/img/서오릉피자-역삼점.jpg,4
까사피에스타-강남점,서울특별시 강남구 역삼동 721-4 이원빌딩 지하1층 6-2호,static/img/까사피에스타-강남점.jpg,4
잭슨피자-역삼점,서울특별시 강남구 역삼동 751-18 751-18 1층,static/img/잭슨피자-역삼점.jpg,4
바바인디아,"서울특별시 서초구 서초동 1328-11 대우도씨에빛2 1328-11 대우도씨에빛2 2층 201호,202호,213호",static/img/바바인디아.jpg,4
남자피자-반포잠원점,서울 서초구 반포동 711-22 101호의 일부,static/img/남자피자-반포잠원점.jpg,4
헤비스테이크-강남역점,서울특별시 강남구 역삼동 826-29 역삼동우정에쉐르1 826-29 역삼동우정에쉐르1 1층 103호,static/img/헤비스테이크-강남역점.jpg,4
피자알볼로-역삼직영점,서울 강남구 역삼동 789-2 1층,static/img/피자알볼로-역삼직영점.jpg,4
프랭크버거-선릉역점,서울특별시 강남구 대치동 889-68 현대선릉 GOLD TOWER 1층 102호,static/img/프랭크버거-선릉역점.jpg,4
피자탑-강남1호점,서울특별시 강남구 논현동 114-19 1층,static/img/피자탑-강남1호점.jpg,4
스파게티스토리-선릉점,서울특별시 강남구 역삼동 773-8 773-8 1층 104호,static/img/스파게티스토리-선릉점.jpg,4
와썹파스타&필라프강남본점,서울특별시 강남구 논현동 181-8 1층 102호,static/img/와썹파스타&필라프강남본점.jpg,4
오빠생각타코&캔카페-강남점,서울특별시 강남구 논현동 181-12 1층 103호,static/img/오빠생각타코&캔카페-강남점.jpg,4
폭풍토핑피자스톰-강남점,서울특별시 강남구 역삼동 666 지하1층 103호,static/img/폭풍토핑피자스톰-강남점.jpg,4
고에몬-강남점,"서울특별시 서초구 서초동 1317-13 서초동, 1층",static/img/고에몬-강남점.jpg,4
7번가피자-서초교대점,서울특별시 서초구 서초동 1648-17 한대빌딩 1층,static/img/7번가피자-서초교대점.jpg,4
고피자-교대역점,서울특별시 서초구 서초동 1714-19 한성빌딩 102호,static/img/고피자-교대역점.jpg,4
오늘은스파게티&치즈밥-강남직영점,서울특별시 서초구 반포동 738-5 지하1호(반포동),static/img/오늘은스파게티&치즈밥-강남직영점.jpg,4
캘리포니아피자키친-역삼점,서울특별시 강남구 역삼동 737 강남파이낸스센터 737 지하1층,static/img/캘리포니아피자키친-역삼점.jpg,4
요녀석파스타&필라프-강남점,서울특별시 강남구 역삼동 643-7 643-7 1층 101호,static/img/요녀석파스타&필라프-강남점.jpg,4
아웃백-삼성점,서울특별시 강남구 삼성동 157-18 157-18 지하2층 13호,static/img/아웃백-삼성점.jpg,4
알로하포케-신논현점,서울특별시 서초구 반포동 738-45 738-45,static/img/알로하포케-신논현점.jpg,4
청년피자-강남1호점,서울특별시 강남구 논현동 241-3 에스케이 허브블루 241-3 에스케이 허브블루 114호,static/img/청년피자-강남1호점.jpg,4
빕스얌딜리버리-서초점,서울특별시 서초구 서초동 1678-2 서초동동아빌라트 1678-2 서초동동아빌라트 지하1층 101호 내 22호,static/img/빕스얌딜리버리-서초점.jpg,4
잭슨피자-양재점,서울특별시 서초구 양재동 84-2 케이파크 1층,static/img/잭슨피자-양재점.jpg,4
어메이징타이 서초점,서울특별시 서초구 서초동 1308-16 한서그린빌리지 1309-1,static/img/어메이징타이 서초점.jpg,4
파스타스타-강남본점,서울특별시 강남구 논현동 182-24 석광빌딩 2층,static/img/파스타스타-강남본점.jpg,4
